p_val_adj,cluster,gene,
1.51E-26,15,cyp2y3,
1.59E-26,15,CT573383.1,
7.17E-26,15,gdpd2,
1.25E-25,15,cxcl14,
9.34E-25,15,hapln3,
2.67E-24,15,tinagl1,
2.82E-24,15,myof,
9.68E-23,15,thbs1b,
1.09E-22,15,dlx5a,
1.32E-22,15,sox4b,
1.69E-22,15,cxcr4a,
4.49E-22,15,mxra5a,
1.45E-20,15,col7a1l,
2.08E-20,15,nanos1,
3.75E-20,15,si:rp71-77l1.1,
4.12E-19,15,tbx1,
5.49E-19,15,col4a3,
5.94E-19,15,ogna,
1.49E-18,15,itga6b,
2.19E-18,15,kera,
5.97E-16,15,lsp1,
9.29E-16,15,krt15,
1.07E-15,15,and2,
7.56E-15,15,tfap2a,
7.69E-15,15,slit2,
8.88E-14,15,fn1b,
6.51E-12,15,zgc:92360,
1.05E-11,15,lgals1l1,
1.14E-11,15,adamts15a,
2.49E-11,15,capn8,
1.98E-10,15,si:ch211-242b18.1,
4.34E-10,15,fstl1a,
4.34E-10,15,col5a2a,
2.29E-09,15,isl2a,
5.68E-09,15,DSG2,
1.22E-08,15,prss35,
1.47E-08,15,cav1,
1.75E-07,15,cfd,
1.96E-07,15,bambia,
2.38E-06,15,vcana,
4.68E-06,15,eppk1,
5.80E-06,15,tgfb3,
1.16E-05,15,cxcl12b,
2.22E-05,15,krt97,
5.86E-05,15,BX927258.1,
6.07E-05,15,mmp30,
8.19E-05,15,pvalb8,
0.000134386657683608,15,thbs3a,
0.000702546807873096,15,col4a4,
0.00157950758618319,15,eya1,
0.00495141976007751,15,dkk1b,
0.00787825185608335,15,rspo2,
0.0112507179811368,15,cyp26a1,
0.104368649511132,15,edil3a,
0.367389167201474,15,bmp2b,
0.402531913896412,15,krt99,
0.480352549910806,15,si:dkey-222f2.1,
0.513664002568199,15,wnt9b,
1,15,sp8a,
1,15,igfbp2a,
0,16,hbbe3,
0,16,hbbe1.1,
0,16,hbae3,
0,16,hbae1.1,
0,16,hbbe1.3,
0,16,hbbe1.2,
0,16,hbae1.3,
0,16,hbbe2,
0,16,urod,
0,16,slc4a1a,
0,16,blvrb,
0,16,hmbsa,
0,16,wu:fb97g03,
0,16,tspo,
0,16,hemgn,
0,16,alas2,
0,16,epb41b,
0,16,rfesd,
0,16,tmem14ca,
0,16,cpox,
0,16,cahz,
0,16,hmbsb,
0,16,hbae5,
0,16,sptb,
0,16,nmt1b,
0,16,nt5c2l1,
0,16,zgc:163057,
0,16,si:ch211-227m13.1,
0,16,uros,
0,16,TCIM (1 of many),
0,16,plac8l1,
0,16,klf1,
0,16,gata1a,
0,16,mbnl1,
0,16,slc29a1b,
0,16,tal1,
0,16,tubb1,
0,16,si:dkey-240n22.3,
0,16,si:ch211-207c6.2,
0,16,si:dkey-93h22.7,
0,16,si:ch73-248e21.7,
0,16,si:cabz01074946.1,
0,16,aqp12,
0,16,fermt3b,
1.52E-303,16,hdr,
3.00E-303,16,slc11a2,
6.12E-302,16,gp1bb,
1.59E-300,16,tfr1a,
1.86E-300,16,fech,
6.21E-298,16,si:dkey-261j4.4,
9.36E-294,16,aqp1a.1,
4.83E-292,16,ucp3,
2.14E-289,16,drl,
5.55E-288,16,tmod4,
8.46E-288,16,rhag,
8.85E-286,16,rhd,
6.88E-285,16,alad,
1.86E-283,16,znfl2a,
2.83E-280,16,slc25a37,
6.71E-280,16,abcb10,
2.32E-278,16,blf,
1.42E-271,16,lmo2,
3.87E-270,16,pim2,
2.81E-265,16,si:ch211-214p16.2,
1.11E-259,16,add2,
3.69E-259,16,txn,
2.49E-257,16,si:dkey-261j4.3,
3.66E-252,16,klf17,
9.59E-251,16,rap1gap2a,
6.33E-248,16,f13a1b,
1.61E-239,16,rbm24a,
1.09E-232,16,XLOC-020187,
2.15E-232,16,susd1,
4.85E-227,16,dnase1l4.1,
1.05E-210,16,ucp2,
2.06E-192,16,atp6v1c1b,
1.17E-190,16,sgk2a,
7.96E-184,16,zgc:123299,
4.07E-178,16,cox17,
3.29E-167,16,rpz5,
1.16E-165,16,si:ch211-250g4.3,
9.74E-143,16,phlda2,
3.47E-140,16,atp5if1b,
5.34E-128,16,parvb,
5.33E-100,16,si:ch73-299h12.2,
5.49E-76,16,mpx,
5.65E-60,16,si:ch211-5k11.8,
4.00E-56,16,myb,
4.94E-47,16,hbba1,
1.95E-22,16,rps27l,
2.66E-277,17,CABZ01021592.1,
1.21E-271,17,gch2,
1.75E-252,17,akr1b1,
6.34E-249,17,pts,
5.22E-243,17,impdh1b,
3.73E-225,17,prdx1,
1.32E-223,17,paics,
2.64E-176,17,zgc:113337,
1.17E-174,17,si:dkey-251i10.2,
3.94E-167,17,uraha,
2.63E-166,17,atic,
6.55E-159,17,aox5,
4.35E-149,17,slc2a15a,
3.11E-147,17,slc22a7a,
1.03E-144,17,gpd1b,
8.12E-139,17,tmem130,
5.86E-137,17,syngr1a,
1.72E-131,17,sprb,
8.16E-131,17,gstp1,
1.34E-130,17,C12orf75,
1.70E-129,17,rbp4l,
5.74E-118,17,mitfa,
2.86E-117,17,qdpra,
1.20E-108,17,bscl2l,
2.41E-104,17,mocos,
6.09E-96,17,XLOC-016325,
7.95E-96,17,tagln3b,
1.66E-95,17,cax1,
6.15E-94,17,rtn1b,
2.04E-92,17,pah,
3.23E-90,17,cx30.3,
5.93E-90,17,gpr143,
1.22E-89,17,slc2a11b,
1.16E-86,17,gmps,
1.38E-86,17,slc2a15b,
2.21E-85,17,pcbd1,
9.13E-81,17,smim29,
8.09E-80,17,tyr,
9.81E-78,17,XLOC-019062,
1.34E-77,17,sox10,
2.15E-77,17,tspan36,
5.77E-76,17,bhlhe41,
9.72E-76,17,si:dkey-21a6.5,
2.08E-75,17,pnp4a,
5.95E-75,17,rabl6b,
9.88E-74,17,ttc39a,
1.12E-73,17,sult1st1,
7.17E-72,17,pmelb,
1.55E-68,17,atp6v1g1,
2.46E-67,17,tmem163a,
2.67E-66,17,tpd52,
8.34E-65,17,rhogb,
1.53E-63,17,mocs1,
1.78E-63,17,rab34b,
8.15E-62,17,hsp90aa1.2,
1.82E-58,17,si:dkey-204f11.64,
1.58E-56,17,kctd12.2,
1.21E-54,17,atp6v1e1b,
6.31E-54,17,rab38,
2.60E-53,17,si:ch211-108c6.2,
2.61E-52,17,tmem243a,
1.77E-51,17,fam167b,
5.70E-51,17,myo5aa,
1.43E-49,17,coro1a,
4.91E-49,17,ptgdsb.1,
1.64E-48,17,si:busm1-160c18.6,
8.87E-48,17,tspan10,
7.66E-45,17,prdx5,
5.15E-44,17,xbp1,
1.23E-42,17,pax7a,
7.31E-39,17,CABZ01073736.1,
4.56E-36,17,atp11a,
4.80E-36,17,rhag,
9.95E-36,17,rab32a,
1.10E-34,17,cst14a.2,
2.10E-33,17,agtrap,
4.41E-33,17,crabp2b,
1.30E-32,17,rnaseka,
1.44E-31,17,mlphb,
1.51E-31,17,xdh,
6.34E-31,17,BX571715.1,
4.01E-30,17,si:ch211-251b21.1,
1.50E-29,17,LOC103910009,
2.10E-29,17,cdk15,
5.64E-29,17,tuba8l3,
9.13E-29,17,ckbb,
3.14E-28,17,phlda2,
4.15E-28,17,fmn2a,
1.13E-26,17,aqp1a.1,
1.39E-26,17,ctsba,
2.09E-26,17,krt18b,
4.84E-26,17,si:dkey-31f5.8,
1.74E-25,17,tnfaip8l3,
2.85E-25,17,tfec,
1.58E-24,17,tcirg1b,
5.93E-24,17,slc4a4b,
8.54E-24,17,si:dkey-250k10.4,
1.10E-23,17,slc45a2,
8.32E-23,17,si:dkey-166k12.1,
1.08E-22,17,cotl1,
4.75E-20,17,gpm6ab,
1.95E-19,17,ywhaz,
3.62E-19,17,anxa4,
5.95E-19,17,cdh1,
1.38E-18,17,slc37a2,
1.86E-18,17,trpm1b,
9.03E-18,17,ahnak,
7.66E-16,17,opn5,
1.71E-15,17,pax7b,
3.64E-15,17,pmela,
1.23E-14,17,rasd1,
3.53E-14,17,zgc:63831,
7.66E-14,17,CABZ01080568.1,
1.59E-13,17,elovl1b,
2.80E-12,17,zgc:91968,
4.66E-12,17,pmp22b,
6.58E-12,17,tram1,
8.26E-12,17,rgs2,
8.68E-12,17,FP085398.1,
1.20E-11,17,papss2b,
5.90E-11,17,bace2,
1.99E-10,17,XLOC-003678,
7.47E-10,17,pcdh9,
9.92E-09,17,mtbl,
1.42E-08,17,BX649434.3,
1.67E-08,17,uchl1,
4.74E-07,17,rgs3a,
1.21E-06,17,tfap2a,
1.29E-06,17,pcdh10a,
1.36E-06,17,mc5ra,
1.86E-05,17,atp6ap1b,
0.000191396662706646,17,tfap2e,
0.00210806424291929,17,fuca1.1,
0.00817713847764833,17,cd151,
0.0101302363185789,17,gadd45bb,
0.010778081511742,17,atr,
0.653081162024179,17,si:ch211-166a6.5,
1,17,s100a11,
1,17,abcb10,
1,17,atp6v1c1b,
1,17,foxd3,
1,17,calr3b,
4.81E-270,18,mrc1a,
3.07E-262,18,lyve1b,
1.21E-234,18,sele,
2.72E-226,18,tnfaip2b,
3.10E-225,18,krt18a.1,
2.50E-215,18,rab11bb,
7.92E-205,18,cldn5b,
1.61E-201,18,pecam1,
5.89E-199,18,si:ch73-334d15.2,
5.09E-196,18,exoc3l2a,
1.40E-189,18,cyp1a,
9.40E-189,18,fli1b,
6.56E-187,18,tmsb4x,
4.90E-185,18,ponzr1,
1.85E-184,18,plvapb,
2.50E-181,18,aqp1a.1,
8.82E-177,18,krt8,
6.95E-174,18,crip2,
3.19E-172,18,myct1a,
7.97E-168,18,dab2,
1.50E-166,18,she,
7.66E-160,18,cdh5,
5.94E-156,18,capgb,
3.41E-155,18,lmo2,
6.14E-155,18,plk2b,
1.10E-152,18,si:ch211-156j16.1,
1.05E-150,18,exoc3l2b,
1.27E-149,18,si:dkey-261h17.1,
1.46E-146,18,tagln2,
5.40E-145,18,arhgdig,
5.33E-143,18,etv2,
3.94E-138,18,clec14a,
1.64E-136,18,zgc:63831,
9.18E-136,18,c1qtnf6a,
1.19E-133,18,cotl1,
4.93E-132,18,egfl7,
2.79E-130,18,ecscr,
2.16E-127,18,stab2,
3.37E-126,18,hyal2a,
3.95E-125,18,si:ch211-145b13.6,
4.82E-110,18,tie1,
1.02E-109,18,scarf1,
5.11E-109,18,cxcl12a,
6.17E-107,18,tuba8l3,
1.53E-105,18,ednraa,
1.54E-105,18,krt18b,
3.48E-105,18,rasip1,
2.06E-103,18,mmrn2b,
9.91E-103,18,si:dkey-28n18.9,
8.91E-100,18,sox7,
1.83E-94,18,fam198b,
1.58E-93,18,lgmn,
1.01E-92,18,dll4,
4.41E-91,18,b3gnt7,
2.86E-86,18,gpr182,
3.38E-86,18,pmp22b,
4.07E-85,18,srgn,
2.24E-73,18,cst14a.2,
1.05E-71,18,esm1,
1.14E-71,18,f13a1b,
2.40E-71,18,sult1st1,
1.21E-69,18,hbegfa,
6.60E-68,18,igfbp7,
7.00E-68,18,XLOC-014079,
1.44E-67,18,tmem88b,
8.77E-67,18,rab11fip1b,
4.37E-66,18,cd63,
1.87E-65,18,tmem88a,
1.46E-61,18,mafba,
1.49E-61,18,calcrla,
4.16E-61,18,thy1,
1.39E-60,18,ywhaz,
2.19E-60,18,dap1b,
3.79E-59,18,ehbp1l1b,
4.20E-58,18,postnb,
6.39E-58,18,tpm3,
1.28E-57,18,atp1b1a,
2.06E-56,18,elovl1b,
1.35E-55,18,mafbb,
2.59E-54,18,mef2cb,
7.76E-54,18,pmp22a,
7.96E-51,18,mcamb,
2.85E-50,18,jcada,
2.61E-49,18,rgs3a,
2.42E-48,18,aplnrb,
1.04E-46,18,fabp11a,
1.44E-45,18,flt4,
2.93E-41,18,tll1,
3.05E-41,18,sox4a,
2.15E-40,18,gsta.1,
2.92E-40,18,cast,
2.18E-37,18,si:ch73-86n18.1,
3.13E-37,18,glula,
2.14E-36,18,spock3,
4.16E-36,18,hapln3,
1.83E-35,18,tal1,
3.34E-34,18,slc43a1b,
3.08E-32,18,ap1s3b,
1.89E-31,18,ucp2,
6.91E-31,18,selenow1,
2.55E-30,18,plecb,
1.03E-28,18,dusp5,
4.20E-28,18,hlx1,
3.26E-27,18,si:dkey-56i24.1,
4.42E-27,18,bcl6b,
6.53E-27,18,adam8a,
7.50E-27,18,adora2b,
1.06E-25,18,fthl31,
4.51E-25,18,zgc:158343,
5.86E-25,18,CR855337.1,
2.42E-24,18,cavin2b,
3.99E-23,18,tfec,
5.33E-23,18,hapln1b,
9.68E-22,18,col4a1,
1.87E-20,18,mef2d,
1.95E-20,18,si:ch211-102c2.4,
2.74E-20,18,flna,
4.04E-20,18,aqp8a.1,
5.06E-20,18,emp2,
4.56E-19,18,sox18,
4.72E-18,18,kdrl,
2.88E-17,18,cx43,
2.29E-16,18,kctd12.2,
3.83E-15,18,rbpms2b,
4.66E-15,18,il13ra2,
5.76E-15,18,atp6v1e1b,
2.33E-14,18,tcirg1b,
3.36E-13,18,pycard,
9.73E-13,18,capn2a,
6.36E-12,18,ctsba,
1.18E-11,18,igfbp1a,
2.40E-11,18,arpc1b,
1.93E-10,18,atp6v0ca,
4.39E-10,18,gpm6ab,
1.84E-09,18,hpca,
2.36E-09,18,XLOC-036510,
3.01E-09,18,serpinh1b,
1.92E-08,18,XLOC-039757,
5.75E-08,18,nr5a2,
4.94E-07,18,rhogb,
1.29E-06,18,susd1,
1.72E-06,18,aplnra,
1.95E-06,18,ftr83,
8.37E-06,18,sult6b1,
1.15E-05,18,id2b,
0.000138245496238082,18,calr3b,
0.000946897081856093,18,ahnak,
0.00306673725216912,18,atp6v0a1a,
0.0270700124724234,18,si:dkey-27i16.2,
0.110285175810178,18,podxl,
0.130936672966409,18,cxcl12b,
0.458484522396354,18,cyr61l2,
0.61864561039841,18,foxf2a,
1,18,foxl2b,
1,18,CABZ01068358.1,
1,18,eppk1,
1,18,anxa4,
1,18,LOC100535225,
1,18,slc29a1b,
1,18,cav1,
1.27E-255,19,pfn1,
4.69E-240,19,cfl1l,
6.69E-237,19,tmsb4x,
8.86E-229,19,s100a10b,
5.39E-214,19,cyt1,
1.59E-202,19,krt4,
2.07E-181,19,krt8,
2.09E-169,19,cyt1l,
1.13E-168,19,tmsb1,
1.21E-160,19,ociad2,
6.20E-157,19,fbn2a.1,
6.60E-153,19,anxa2a,
3.73E-147,19,gdpd3a,
4.34E-147,19,padi2,
6.53E-145,19,ptk2bb,
9.34E-143,19,foxi1,
6.35E-141,19,rac2,
1.37E-135,19,si:ch73-52f15.5,
2.22E-126,19,krt5,
8.04E-126,19,cotl1,
1.10E-121,19,anxa1a,
1.87E-118,19,krt96,
1.35E-107,19,cav2,
9.44E-107,19,capgb,
3.28E-104,19,si:ch211-105c13.3,
3.67E-104,19,zgc:175088,
7.82E-103,19,ripply3,
6.30E-102,19,aqp3a,
6.37E-102,19,XLOC-028299,
1.13E-98,19,ywhaz,
2.59E-97,19,cavin1b,
1.18E-96,19,sp9,
1.35E-94,19,dnase1l4.1,
4.61E-93,19,lgals3b,
7.66E-89,19,mapk12a,
4.95E-88,19,pkp3a,
5.17E-84,19,anxa5b,
1.26E-82,19,LOC108180265,
4.57E-82,19,zgc:92380,
1.33E-81,19,gsto2,
1.47E-78,19,LOC101884747,
8.36E-78,19,sult6b1,
7.50E-74,19,caspb,
1.24E-72,19,myh9a,
2.68E-70,19,krt91,
2.06E-69,19,rhogb,
4.82E-68,19,capns1a,
1.79E-65,19,capn12,
7.03E-64,19,cfd,
1.59E-62,19,tfap2c,
4.42E-62,19,krtt1c19e,
7.49E-62,19,eno3,
7.90E-60,19,tagln2,
2.31E-57,19,si:dkey-102c8.3,
3.09E-53,19,palm3,
1.66E-49,19,arpc1b,
4.65E-48,19,agr1,
6.50E-45,19,si:dkey-240e12.6,
1.06E-44,19,aep1,
1.17E-40,19,cavin2a,
8.36E-39,19,zgc:86896,
2.66E-37,19,sh3gl1a,
4.98E-37,19,myo1eb,
5.13E-36,19,arhgdig,
2.44E-34,19,mid1ip1a,
7.88E-33,19,bhlha9,
2.24E-32,19,alox12,
8.57E-32,19,cst14a.2,
8.37E-31,19,mvp,
1.59E-30,19,dlx4a,
3.35E-30,19,lgals1l1,
3.22E-29,19,capn2b,
1.36E-28,19,camk2d1,
3.13E-28,19,sult2st1,
8.33E-27,19,scinla,
4.66E-26,19,gsnb,
5.17E-24,19,ppp1r1b,
1.03E-23,19,lxn,
1.19E-22,19,ak1,
3.24E-21,19,rab11fip1b,
1.68E-20,19,si:dkey-12j5.1,
3.58E-20,19,ubxn8,
9.37E-20,19,cavin2b,
1.91E-19,19,dlx4b,
7.87E-19,19,dap1b,
1.86E-18,19,rpz5,
4.67E-18,19,rbp4,
1.83E-17,19,msx1b,
3.55E-17,19,wu:fb18f06,
8.48E-17,19,mmp30,
8.30E-16,19,sh3d21,
1.30E-15,19,anxa4,
1.32E-14,19,zgc:153284,
4.51E-14,19,nanos1,
9.37E-14,19,flna,
1.03E-13,19,zgc:162730,
8.73E-12,19,si:dkey-18p12.4,
1.03E-11,19,capn8,
3.01E-11,19,zgc:171775,
5.84E-11,19,XLOC-032526,
7.47E-11,19,thy1,
2.78E-10,19,hcls1,
4.73E-10,19,kctd12.2,
8.22E-10,19,bambia,
1.78E-09,19,si:ch1073-406l10.2,
4.09E-08,19,prr13,
6.23E-08,19,mat2al,
6.89E-08,19,capn2a,
1.72E-07,19,dlx3b,
2.18E-07,19,dlx5a,
9.83E-07,19,fkbp9,
1.24E-06,19,cldni,
2.78E-06,19,epcam,
3.13E-06,19,tpm3,
8.33E-06,19,s100u,
1.18E-05,19,tuba8l2,
2.01E-05,19,myof,
2.10E-05,19,pycard,
6.10E-05,19,anxa3a,
0.000147236401830786,19,zgc:101810,
0.000360002047551482,19,gstm.3,
0.000375383219015679,19,actn1,
0.000620422182704565,19,si:rp71-77l1.1,
0.00137381354035529,19,arl4ca,
0.00545794906319574,19,bmp6,
0.00719990887695177,19,cebpd,
0.0142482790487307,19,s100v1,
0.0149980450317583,19,BX927258.1,
0.0266539679750693,19,krt97,
0.0498926237894131,19,capn2l,
0.111092723034199,19,ptgdsb.1,
0.247584867115089,19,arhgef5,
0.285292865093286,19,atp5if1b,
0.487116299255838,19,vamp8,
0.517497359480582,19,znf385a,
1,19,ptges,
1,19,nkx2.3,
1,19,cdo1,
1,19,tp63,
0,20,sb:cb470,
0,20,xkr9,
0,20,cracr2b,
0,20,rcvrn2,
5.21E-298,20,tmprss9,
9.92E-295,20,kcnk1a,
6.98E-276,20,drd5a,
1.42E-275,20,mctp2b,
1.11E-268,20,foxa3,
1.20E-262,20,s100z,
5.70E-259,20,si:dkeyp-100a1.6,
1.43E-257,20,zp3.2,
2.43E-250,20,sytl2b,
2.13E-249,20,eps8l1b,
3.50E-239,20,crip1,
3.84E-239,20,atp2a3,
2.83E-232,20,CABZ01092746.1,
2.68E-230,20,ahcyl1,
1.25E-229,20,fam167b,
4.91E-225,20,foxe3,
3.84E-224,20,tent5ba,
8.38E-224,20,nansb,
6.49E-223,20,ptk2bb,
2.66E-220,20,scgn,
2.71E-220,20,BX000438.2,
5.63E-218,20,LO017965.1,
6.30E-212,20,scinlb,
6.43E-212,20,ponzr5,
8.20E-212,20,s100u,
2.42E-210,20,igfn1.1,
2.93E-209,20,si:ch211-202f5.3,
